date,conso,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-11-10 22:00:00,3.572,0.230,234.390,15.200,0.000,0.000,17.0
2007-11-10 23:00:00,3.056,0.088,237.960,12.800,0.000,0.000,18.0
2007-11-11 00:00:00,3.068,0.382,238.350,13.000,7.000,2.000,17.0
2007-11-11 01:00:00,1.652,0.252,236.560,7.000,0.000,0.000,0.0
2007-11-11 02:00:00,0.432,0.000,244.430,1.800,2.000,0.000,0.0
2007-11-11 03:00:00,0.532,0.238,242.160,2.400,0.000,0.000,0.0
2007-11-11 04:00:00,0.356,0.000,243.700,1.400,0.000,0.000,0.0
2007-11-11 05:00:00,0.354,0.000,242.490,1.400,0.000,0.000,0.0
2007-11-11 06:00:00,0.450,0.130,241.080,2.000,0.000,0.000,0.0
2007-11-11 07:00:00,0.348,0.000,241.400,1.400,0.000,0.000,0.0
2007-11-11 08:00:00,0.604,0.360,241.910,2.800,0.000,1.000,0.0
2007-11-11 09:00:00,0.662,0.000,239.700,2.800,0.000,0.000,0.0
2007-11-11 10:00:00,0.794,0.000,236.180,3.400,0.000,0.000,0.0
2007-11-11 11:00:00,2.026,0.196,236.270,8.600,0.000,0.000,17.0
2007-11-11 12:00:00,0.588,0.000,241.550,2.400,0.000,0.000,0.0
2007-11-11 13:00:00,1.662,0.222,238.790,7.000,0.000,0.000,17.0
2007-11-11 14:00:00,0.330,0.124,244.120,1.400,0.000,0.000,0.0
2007-11-11 15:00:00,0.364,0.000,240.370,1.400,0.000,0.000,0.0
2007-11-11 16:00:00,1.096,0.196,242.770,5.000,0.000,1.000,7.0
2007-11-11 17:00:00,1.006,0.060,241.430,4.200,0.000,0.000,0.0
2007-11-11 18:00:00,1.098,0.050,241.160,4.600,0.000,0.000,0.0
2007-11-11 19:00:00,4.398,0.428,234.530,18.800,38.000,1.000,0.0
2007-11-11 20:00:00,4.496,0.088,234.520,19.200,36.000,0.000,17.0
2007-11-11 21:00:00,2.680,0.150,238.490,11.200,0.000,0.000,0.0
2007-11-11 22:00:00,1.176,0.068,240.540,4.800,0.000,0.000,0.0
2007-11-11 23:00:00,0.290,0.000,243.990,1.200,0.000,0.000,0.0
2007-11-12 00:00:00,0.420,0.192,240.080,1.800,0.000,0.000,0.0
2007-11-12 01:00:00,0.246,0.000,242.660,1.000,0.000,0.000,0.0
2007-11-12 02:00:00,0.250,0.000,244.500,1.000,0.000,0.000,0.0
2007-11-12 03:00:00,0.364,0.104,241.600,1.600,0.000,0.000,0.0
2007-11-12 04:00:00,0.244,0.000,241.250,1.000,0.000,0.000,0.0
2007-11-12 05:00:00,0.318,0.068,242.330,1.400,0.000,0.000,0.0
2007-11-12 06:00:00,0.386,0.152,241.680,1.600,0.000,1.000,0.0
2007-11-12 07:00:00,1.902,0.000,240.930,7.800,0.000,0.000,18.0
2007-11-12 08:00:00,2.958,0.196,239.170,12.400,0.000,0.000,17.0
2007-11-12 09:00:00,1.342,0.054,238.960,5.600,0.000,0.000,18.0
2007-11-12 10:00:00,3.494,0.056,236.360,14.600,34.000,0.000,17.0
2007-11-12 11:00:00,1.408,0.172,235.560,6.000,0.000,0.000,17.0
2007-11-12 12:00:00,1.308,0.000,242.090,5.400,0.000,0.000,18.0
2007-11-12 13:00:00,1.332,0.052,237.680,5.600,0.000,0.000,17.0
2007-11-12 14:00:00,1.466,0.210,240.120,6.000,0.000,1.000,18.0
2007-11-12 15:00:00,1.352,0.058,239.690,5.600,0.000,0.000,18.0
2007-11-12 16:00:00,1.378,0.000,241.190,5.600,0.000,0.000,18.0
2007-11-12 17:00:00,1.368,0.070,240.010,5.600,0.000,0.000,17.0
2007-11-12 18:00:00,0.564,0.048,235.260,2.400,0.000,0.000,0.0
2007-11-12 19:00:00,2.290,0.514,234.150,10.000,0.000,2.000,0.0
2007-11-12 20:00:00,2.060,0.112,238.780,8.600,0.000,0.000,0.0
2007-11-12 21:00:00,5.286,0.300,232.720,22.600,0.000,39.000,16.0
2007-11-12 22:00:00,1.166,0.088,239.390,4.800,0.000,1.000,0.0
2007-11-12 23:00:00,2.750,0.098,243.770,11.200,0.000,38.000,0.0
2007-11-13 00:00:00,0.256,0.000,245.110,1.000,0.000,0.000,0.0
2007-11-13 01:00:00,0.316,0.088,239.880,1.400,0.000,0.000,0.0
2007-11-13 02:00:00,0.226,0.000,242.030,1.000,0.000,0.000,0.0
2007-11-13 03:00:00,0.334,0.092,241.000,1.400,0.000,0.000,0.0
2007-11-13 04:00:00,0.382,0.178,239.680,1.800,0.000,1.000,0.0
2007-11-13 05:00:00,0.224,0.000,239.910,1.000,0.000,0.000,0.0
2007-11-13 06:00:00,0.340,0.104,244.580,1.400,0.000,0.000,0.0
2007-11-13 07:00:00,1.518,0.000,239.750,6.200,0.000,0.000,0.0
2007-11-13 08:00:00,3.856,0.056,237.820,16.200,38.000,0.000,17.0
2007-11-13 09:00:00,1.476,0.196,235.840,6.200,0.000,1.000,17.0
2007-11-13 10:00:00,0.330,0.054,239.520,1.400,0.000,0.000,0.0
2007-11-13 11:00:00,0.382,0.102,240.820,1.600,0.000,0.000,0.0
2007-11-13 12:00:00,0.294,0.000,241.190,1.200,0.000,0.000,0.0
2007-11-13 13:00:00,0.340,0.078,242.520,1.400,0.000,0.000,0.0
2007-11-13 14:00:00,0.944,0.148,242.290,4.000,0.000,4.000,0.0
2007-11-13 15:00:00,1.636,0.056,240.570,6.800,0.000,0.000,18.0
2007-11-13 16:00:00,4.932,0.284,239.120,21.000,0.000,38.000,18.0
2007-11-13 17:00:00,4.916,0.420,239.850,20.600,0.000,38.000,18.0
2007-11-13 18:00:00,2.864,0.000,240.210,11.800,0.000,0.000,18.0
2007-11-13 19:00:00,3.502,0.058,238.100,14.600,0.000,0.000,17.0
2007-11-13 20:00:00,2.612,0.240,240.430,10.800,0.000,0.000,17.0
2007-11-13 21:00:00,2.866,0.082,240.700,11.800,0.000,0.000,18.0
2007-11-13 22:00:00,0.892,0.098,241.480,3.600,0.000,0.000,1.0
2007-11-13 23:00:00,0.434,0.150,245.790,1.800,0.000,0.000,0.0
2007-11-14 00:00:00,0.332,0.072,243.380,1.400,0.000,0.000,0.0
2007-11-14 01:00:00,0.338,0.106,242.710,1.400,0.000,0.000,0.0
2007-11-14 02:00:00,0.322,0.100,244.560,1.400,0.000,2.000,0.0
2007-11-14 03:00:00,0.228,0.000,239.700,1.000,0.000,0.000,0.0
2007-11-14 04:00:00,0.324,0.098,240.780,1.400,0.000,0.000,0.0
2007-11-14 05:00:00,0.306,0.070,241.010,1.200,0.000,0.000,0.0
2007-11-14 06:00:00,1.310,0.000,238.960,5.400,0.000,0.000,17.0
2007-11-14 07:00:00,0.590,0.000,244.190,2.400,0.000,0.000,0.0
2007-11-14 08:00:00,2.022,0.068,238.910,8.400,0.000,0.000,18.0
2007-11-14 09:00:00,2.094,0.088,237.930,8.800,0.000,0.000,17.0
2007-11-14 10:00:00,1.448,0.134,238.130,6.000,0.000,2.000,18.0
2007-11-14 11:00:00,1.310,0.000,237.290,5.400,0.000,0.000,17.0
2007-11-14 12:00:00,1.448,0.204,238.930,6.000,0.000,0.000,18.0
2007-11-14 13:00:00,1.302,0.000,241.020,5.400,0.000,0.000,18.0
2007-11-14 14:00:00,3.576,0.000,239.210,14.800,38.000,0.000,17.0
2007-11-14 15:00:00,1.480,0.232,240.490,6.200,0.000,2.000,18.0
2007-11-14 16:00:00,1.306,0.000,240.900,5.400,0.000,0.000,18.0
2007-11-14 17:00:00,1.466,0.212,240.410,6.000,0.000,0.000,18.0
2007-11-14 18:00:00,1.276,0.088,237.120,5.800,0.000,0.000,12.0
2007-11-14 19:00:00,1.668,0.232,237.310,7.000,0.000,0.000,0.0
2007-11-14 20:00:00,2.670,0.194,236.460,11.200,0.000,1.000,17.0
2007-11-14 21:00:00,1.880,0.104,239.340,7.800,0.000,0.000,18.0
2007-11-14 22:00:00,3.388,0.054,236.220,14.600,0.000,0.000,17.0
2007-11-14 23:00:00,1.586,0.200,242.350,6.600,0.000,0.000,18.0
2007-11-15 00:00:00,1.384,0.050,243.460,5.600,0.000,0.000,18.0
2007-11-15 01:00:00,1.306,0.000,241.160,5.400,0.000,0.000,18.0
2007-11-15 02:00:00,0.392,0.186,240.960,1.800,0.000,0.000,0.0
2007-11-15 03:00:00,0.220,0.046,241.630,1.000,0.000,0.000,0.0
2007-11-15 04:00:00,0.222,0.046,242.540,1.000,0.000,0.000,0.0
2007-11-15 05:00:00,0.386,0.184,240.040,1.800,0.000,0.000,0.0
2007-11-15 06:00:00,0.228,0.046,242.650,1.000,0.000,0.000,0.0
2007-11-15 07:00:00,1.094,0.076,242.760,4.600,0.000,0.000,0.0
2007-11-15 08:00:00,3.710,0.000,236.830,15.600,0.000,0.000,17.0
2007-11-15 09:00:00,1.294,0.066,238.800,5.400,0.000,0.000,18.0
2007-11-15 10:00:00,1.344,0.078,236.700,5.600,0.000,0.000,17.0
2007-11-15 11:00:00,1.436,0.180,239.940,6.000,0.000,1.000,17.0
2007-11-15 12:00:00,0.322,0.098,239.680,1.400,0.000,0.000,0.0
2007-11-15 13:00:00,0.296,0.072,240.150,1.200,0.000,0.000,0.0
2007-11-15 14:00:00,0.222,0.000,241.790,1.000,0.000,0.000,0.0
2007-11-15 15:00:00,0.632,0.212,239.970,3.000,0.000,0.000,0.0
2007-11-15 16:00:00,0.532,0.084,241.030,2.400,0.000,1.000,0.0
2007-11-15 17:00:00,0.418,0.210,241.980,1.800,0.000,0.000,0.0
2007-11-15 18:00:00,0.218,0.000,235.720,1.000,0.000,0.000,0.0
2007-11-15 19:00:00,0.890,0.000,235.270,3.800,0.000,0.000,0.0
2007-11-15 20:00:00,3.472,0.476,233.110,15.000,0.000,0.000,17.0
2007-11-15 21:00:00,3.698,0.052,238.960,15.800,1.000,0.000,0.0
2007-11-15 22:00:00,0.632,0.000,241.960,2.600,2.000,0.000,0.0
2007-11-15 23:00:00,3.754,0.168,240.150,15.600,39.000,1.000,18.0
2007-11-16 00:00:00,0.230,0.000,244.280,1.000,0.000,0.000,0.0
2007-11-16 01:00:00,0.346,0.138,243.060,1.600,0.000,0.000,0.0
2007-11-16 02:00:00,0.236,0.000,247.490,1.000,0.000,0.000,0.0
2007-11-16 03:00:00,0.330,0.080,243.420,1.400,0.000,0.000,0.0
2007-11-16 04:00:00,0.226,0.000,242.280,1.000,0.000,0.000,0.0
2007-11-16 05:00:00,0.308,0.080,243.520,1.200,0.000,0.000,0.0
2007-11-16 06:00:00,0.420,0.244,245.570,2.000,0.000,1.000,0.0
2007-11-16 07:00:00,2.126,0.000,241.790,9.000,0.000,0.000,18.0
2007-11-16 08:00:00,2.372,0.070,237.120,10.000,0.000,1.000,18.0
2007-11-16 09:00:00,2.070,0.000,239.680,8.600,0.000,0.000,17.0
2007-11-16 10:00:00,1.326,0.046,239.430,5.400,0.000,0.000,18.0
2007-11-16 11:00:00,1.656,0.240,239.830,7.000,0.000,0.000,18.0
2007-11-16 12:00:00,1.390,0.000,240.260,5.800,0.000,0.000,17.0
2007-11-16 13:00:00,3.548,0.000,237.650,15.000,0.000,36.000,18.0
2007-11-16 14:00:00,3.960,0.088,239.790,16.400,0.000,41.000,18.0
2007-11-16 15:00:00,1.494,0.084,242.450,6.200,0.000,2.000,18.0
2007-11-16 16:00:00,3.714,0.144,242.390,15.200,0.000,37.000,18.0
2007-11-16 17:00:00,2.458,0.066,239.050,10.200,0.000,1.000,18.0
2007-11-16 18:00:00,2.692,0.062,239.010,11.200,0.000,0.000,17.0
2007-11-16 19:00:00,1.738,0.166,235.590,7.400,0.000,0.000,0.0
2007-11-16 20:00:00,1.882,0.050,238.750,7.800,0.000,1.000,0.0
2007-11-16 21:00:00,1.502,0.084,239.430,6.200,1.000,2.000,0.0
2007-11-16 22:00:00,0.756,0.078,239.850,3.200,0.000,0.000,0.0
2007-11-16 23:00:00,0.668,0.216,245.670,2.800,0.000,0.000,0.0
2007-11-17 00:00:00,1.316,0.048,243.470,5.400,0.000,0.000,18.0
2007-11-17 01:00:00,0.388,0.200,241.850,1.800,0.000,0.000,0.0
2007-11-17 02:00:00,0.306,0.090,243.380,1.200,0.000,2.000,0.0
2007-11-17 03:00:00,0.318,0.096,242.160,1.400,0.000,0.000,0.0
2007-11-17 04:00:00,0.296,0.068,242.610,1.200,0.000,0.000,0.0
2007-11-17 05:00:00,0.222,0.000,243.750,1.000,0.000,0.000,0.0
2007-11-17 06:00:00,0.324,0.098,242.950,1.400,0.000,0.000,0.0
2007-11-17 07:00:00,0.294,0.068,243.350,1.200,0.000,0.000,0.0
2007-11-17 08:00:00,2.072,0.000,242.720,8.400,0.000,0.000,19.0
2007-11-17 09:00:00,1.434,0.058,240.910,6.000,0.000,0.000,18.0
2007-11-17 10:00:00,1.264,0.048,238.520,5.200,0.000,0.000,18.0
2007-11-17 11:00:00,1.852,0.350,238.210,7.800,0.000,1.000,17.0
2007-11-17 12:00:00,1.760,0.098,239.980,7.200,0.000,0.000,17.0
2007-11-17 13:00:00,1.842,0.228,240.760,7.600,0.000,0.000,18.0
2007-11-17 14:00:00,1.446,0.076,242.660,5.800,0.000,0.000,18.0
2007-11-17 15:00:00,4.238,0.046,240.780,17.600,1.000,39.000,17.0
2007-11-17 16:00:00,4.002,0.072,240.630,16.600,39.000,0.000,17.0
2007-11-17 17:00:00,1.780,0.060,239.610,7.400,0.000,0.000,18.0
2007-11-17 18:00:00,4.726,0.000,232.090,20.400,0.000,35.000,17.0
2007-11-17 19:00:00,3.176,0.266,235.120,13.600,0.000,1.000,17.0
2007-11-17 20:00:00,4.300,0.452,237.650,18.200,0.000,0.000,18.0
2007-11-17 21:00:00,1.874,0.266,240.480,7.800,0.000,2.000,0.0
2007-11-17 22:00:00,3.846,0.210,238.010,16.200,37.000,0.000,0.0
2007-11-17 23:00:00,2.352,0.000,240.880,9.800,0.000,0.000,0.0
2007-11-18 00:00:00,3.292,0.392,241.050,13.800,0.000,0.000,18.0
2007-11-18 01:00:00,2.218,0.000,242.130,9.000,2.000,0.000,18.0
2007-11-18 02:00:00,0.502,0.250,242.800,2.200,2.000,2.000,0.0
2007-11-18 03:00:00,0.254,0.000,243.480,1.000,0.000,0.000,0.0
2007-11-18 04:00:00,0.352,0.110,242.170,1.400,0.000,0.000,0.0
2007-11-18 05:00:00,0.252,0.000,242.020,1.000,0.000,0.000,0.0
2007-11-18 06:00:00,0.258,0.000,242.960,1.000,0.000,0.000,0.0
2007-11-18 07:00:00,0.260,0.000,244.380,1.000,0.000,0.000,0.0
2007-11-18 08:00:00,0.264,0.000,245.600,1.000,0.000,0.000,0.0
2007-11-18 09:00:00,0.844,0.278,244.120,3.600,0.000,1.000,0.0
2007-11-18 10:00:00,0.766,0.000,243.000,3.200,0.000,0.000,0.0
2007-11-18 11:00:00,1.686,0.074,239.640,7.000,0.000,0.000,17.0
2007-11-18 12:00:00,3.092,0.146,242.660,12.600,40.000,1.000,0.0
2007-11-18 13:00:00,0.532,0.068,245.690,2.200,0.000,0.000,0.0
2007-11-18 14:00:00,1.460,0.304,244.290,6.400,0.000,0.000,10.0
2007-11-18 15:00:00,0.296,0.080,245.160,1.200,0.000,0.000,0.0
2007-11-18 16:00:00,0.304,0.080,246.110,1.400,0.000,0.000,0.0
2007-11-18 17:00:00,2.628,0.206,241.630,11.200,0.000,25.000,0.0
2007-11-18 18:00:00,1.518,0.088,236.150,6.400,0.000,0.000,0.0
2007-11-18 19:00:00,2.648,0.376,236.350,11.200,1.000,0.000,0.0
2007-11-18 20:00:00,2.606,0.102,237.480,11.000,0.000,0.000,17.0
2007-11-18 21:00:00,2.798,0.194,239.660,11.800,1.000,1.000,2.0
2007-11-18 22:00:00,1.672,0.072,240.070,6.800,0.000,0.000,0.0
2007-11-18 23:00:00,1.362,0.000,242.600,5.600,0.000,0.000,18.0
2007-11-19 00:00:00,0.326,0.114,246.750,1.400,0.000,0.000,0.0
2007-11-19 01:00:00,0.228,0.000,247.080,1.000,0.000,0.000,0.0
2007-11-19 02:00:00,0.340,0.116,247.290,1.400,0.000,0.000,0.0
2007-11-19 03:00:00,0.306,0.084,247.550,1.200,0.000,0.000,0.0
2007-11-19 04:00:00,0.228,0.000,246.670,1.000,0.000,0.000,0.0
2007-11-19 05:00:00,0.330,0.108,245.180,1.400,0.000,0.000,0.0
2007-11-19 06:00:00,0.306,0.082,247.050,1.200,0.000,0.000,0.0
2007-11-19 07:00:00,1.934,0.140,241.830,8.000,0.000,0.000,18.0
2007-11-19 08:00:00,2.212,0.178,239.570,9.200,0.000,1.000,17.0
2007-11-19 09:00:00,1.262,0.050,237.520,5.200,0.000,0.000,17.0
2007-11-19 10:00:00,1.364,0.078,238.170,5.600,0.000,0.000,18.0
2007-11-19 11:00:00,1.344,0.052,239.010,5.600,0.000,0.000,17.0
2007-11-19 12:00:00,1.404,0.090,241.450,5.800,0.000,0.000,18.0
2007-11-19 13:00:00,1.282,0.000,240.240,5.200,0.000,0.000,18.0
2007-11-19 14:00:00,1.388,0.064,242.560,5.600,0.000,0.000,18.0
2007-11-19 15:00:00,0.340,0.134,249.360,1.400,0.000,0.000,0.0
2007-11-19 16:00:00,0.232,0.000,247.390,1.000,0.000,0.000,0.0
2007-11-19 17:00:00,0.406,0.206,242.070,1.800,0.000,0.000,0.0
2007-11-19 18:00:00,1.600,0.000,239.020,6.600,0.000,0.000,0.0
2007-11-19 19:00:00,3.014,0.060,238.940,12.600,0.000,1.000,17.0
2007-11-19 20:00:00,3.308,0.056,237.390,13.800,0.000,0.000,18.0
2007-11-19 21:00:00,4.640,0.000,234.870,20.200,25.000,0.000,17.0
2007-11-19 22:00:00,1.428,0.000,240.480,6.000,0.000,0.000,0.0
2007-11-19 23:00:00,0.434,0.250,244.590,2.000,0.000,0.000,0.0
2007-11-20 00:00:00,0.220,0.000,242.800,1.000,0.000,0.000,0.0
2007-11-20 01:00:00,0.328,0.100,243.120,1.400,0.000,0.000,0.0
2007-11-20 02:00:00,0.378,0.192,242.660,1.600,0.000,1.000,0.0
2007-11-20 03:00:00,0.222,0.000,242.540,1.000,0.000,0.000,0.0
2007-11-20 04:00:00,0.326,0.104,243.730,1.400,0.000,0.000,0.0
2007-11-20 05:00:00,0.296,0.072,243.940,1.200,0.000,0.000,0.0
2007-11-20 06:00:00,0.230,0.000,243.900,1.000,0.000,0.000,0.0
2007-11-20 07:00:00,2.800,0.142,242.510,11.400,0.000,0.000,18.0
2007-11-20 08:00:00,2.018,0.062,240.940,8.400,0.000,0.000,18.0
2007-11-20 09:00:00,1.464,0.000,242.060,6.000,0.000,0.000,18.0
2007-11-20 10:00:00,1.362,0.080,238.860,5.600,0.000,0.000,17.0
2007-11-20 11:00:00,1.720,0.126,238.890,7.200,0.000,3.000,18.0
2007-11-20 12:00:00,1.408,0.000,238.160,6.000,0.000,1.000,17.0
2007-11-20 13:00:00,1.604,0.140,238.550,6.600,0.000,3.000,17.0
2007-11-20 14:00:00,1.436,0.086,243.190,5.800,0.000,1.000,18.0
2007-11-20 15:00:00,2.390,0.338,243.630,10.200,0.000,2.000,18.0
2007-11-20 16:00:00,0.380,0.000,246.600,1.600,0.000,2.000,0.0
2007-11-20 17:00:00,0.624,0.276,242.370,2.800,0.000,5.000,0.0
2007-11-20 18:00:00,1.414,0.092,239.230,5.800,0.000,0.000,0.0
2007-11-20 19:00:00,1.578,0.046,237.030,6.600,0.000,0.000,0.0
2007-11-20 20:00:00,2.854,0.064,238.450,12.000,0.000,1.000,17.0
2007-11-20 21:00:00,3.752,0.386,239.900,16.000,0.000,0.000,0.0
2007-11-20 22:00:00,1.584,0.000,239.970,6.600,0.000,0.000,0.0
2007-11-20 23:00:00,1.598,0.094,243.760,6.600,2.000,0.000,18.0
2007-11-21 00:00:00,0.346,0.106,246.540,1.400,0.000,0.000,0.0
2007-11-21 01:00:00,0.306,0.054,245.220,1.200,0.000,1.000,0.0
2007-11-21 02:00:00,0.328,0.072,245.900,1.400,0.000,0.000,0.0
2007-11-21 03:00:00,0.346,0.106,246.130,1.400,0.000,0.000,0.0
2007-11-21 04:00:00,0.248,0.000,245.330,1.000,0.000,0.000,0.0
2007-11-21 05:00:00,0.306,0.070,243.410,1.200,0.000,0.000,0.0
2007-11-21 06:00:00,0.392,0.204,244.280,1.800,0.000,1.000,0.0
2007-11-21 07:00:00,1.590,0.000,241.190,6.600,0.000,0.000,18.0
2007-11-21 08:00:00,2.268,0.194,239.990,9.400,0.000,0.000,18.0
2007-11-21 09:00:00,1.932,0.000,235.420,8.200,0.000,0.000,17.0
2007-11-21 10:00:00,2.104,0.058,236.440,8.800,0.000,0.000,17.0
2007-11-21 11:00:00,0.652,0.294,237.530,3.200,0.000,2.000,0.0
2007-11-21 12:00:00,0.534,0.114,238.900,2.600,0.000,0.000,0.0
2007-11-21 13:00:00,1.498,0.122,238.000,6.200,0.000,0.000,18.0
2007-11-21 14:00:00,0.408,0.208,242.710,1.800,0.000,0.000,0.0
2007-11-21 15:00:00,0.276,0.000,241.470,1.200,0.000,0.000,0.0
2007-11-21 16:00:00,0.416,0.282,242.670,2.000,0.000,2.000,0.0
2007-11-21 17:00:00,1.682,0.188,240.820,7.000,0.000,0.000,18.0
2007-11-21 18:00:00,0.934,0.050,238.770,4.000,0.000,0.000,0.0
2007-11-21 19:00:00,1.644,0.108,242.150,6.800,0.000,0.000,0.0
2007-11-21 20:00:00,1.558,0.066,236.470,6.600,0.000,0.000,0.0
2007-11-21 21:00:00,2.768,0.050,242.060,11.400,1.000,0.000,18.0
2007-11-21 22:00:00,2.640,0.076,239.470,11.000,1.000,0.000,18.0
2007-11-21 23:00:00,1.550,0.000,245.220,6.200,0.000,0.000,19.0
2007-11-22 00:00:00,0.408,0.218,245.830,1.800,0.000,0.000,0.0
2007-11-22 01:00:00,0.220,0.000,242.820,1.000,0.000,0.000,0.0
2007-11-22 02:00:00,0.224,0.000,245.190,1.000,0.000,0.000,0.0
2007-11-22 03:00:00,0.412,0.220,245.820,1.800,0.000,0.000,0.0
2007-11-22 04:00:00,0.222,0.000,244.300,1.000,0.000,0.000,0.0
2007-11-22 05:00:00,0.222,0.000,243.900,1.000,0.000,0.000,0.0
2007-11-22 06:00:00,0.342,0.102,244.200,1.400,0.000,0.000,0.0
2007-11-22 07:00:00,6.692,0.178,235.190,28.600,0.000,1.000,17.0
2007-11-22 08:00:00,1.404,0.000,244.360,5.600,0.000,0.000,18.0
2007-11-22 09:00:00,0.690,0.096,244.090,2.800,0.000,0.000,0.0
2007-11-22 10:00:00,1.492,0.078,240.420,6.200,0.000,0.000,18.0
2007-11-22 11:00:00,1.346,0.056,239.660,5.600,0.000,0.000,17.0
2007-11-22 12:00:00,1.426,0.136,240.170,6.000,0.000,2.000,17.0
2007-11-22 13:00:00,1.388,0.088,239.100,5.800,0.000,0.000,17.0
2007-11-22 14:00:00,1.384,0.060,239.310,5.800,0.000,0.000,18.0
2007-11-22 15:00:00,0.432,0.000,241.220,2.200,0.000,0.000,0.0
2007-11-22 16:00:00,0.576,0.114,241.780,2.600,0.000,0.000,0.0
2007-11-22 17:00:00,0.584,0.000,241.290,2.400,0.000,0.000,0.0
2007-11-22 18:00:00,1.306,0.054,237.230,5.400,0.000,0.000,0.0
2007-11-22 19:00:00,3.476,0.290,235.310,14.800,0.000,0.000,0.0
2007-11-22 20:00:00,3.716,0.324,234.340,16.000,7.000,0.000,17.0
2007-11-22 21:00:00,3.364,0.204,240.430,14.200,0.000,0.000,7.0
2007-11-22 22:00:00,1.872,0.000,240.560,7.800,1.000,0.000,0.0
2007-11-22 23:00:00,1.558,0.118,245.560,6.200,1.000,0.000,18.0
2007-11-23 00:00:00,0.300,0.082,246.810,1.200,0.000,0.000,0.0
2007-11-23 01:00:00,0.326,0.104,243.790,1.400,0.000,0.000,0.0
2007-11-23 02:00:00,0.222,0.000,243.440,1.000,0.000,0.000,0.0
2007-11-23 03:00:00,0.362,0.140,243.930,1.600,0.000,0.000,0.0
2007-11-23 04:00:00,0.224,0.000,243.570,1.000,0.000,0.000,0.0
2007-11-23 05:00:00,0.228,0.000,241.920,1.000,0.000,0.000,0.0
2007-11-23 06:00:00,1.434,0.200,244.650,6.200,0.000,0.000,4.0
2007-11-23 07:00:00,2.166,0.000,241.750,8.800,0.000,0.000,18.0
2007-11-23 08:00:00,2.302,0.106,238.070,9.600,0.000,0.000,17.0
2007-11-23 09:00:00,1.652,0.056,241.110,6.800,0.000,0.000,18.0
2007-11-23 10:00:00,1.466,0.204,239.130,6.200,0.000,1.000,17.0
2007-11-23 11:00:00,1.256,0.048,237.770,5.200,0.000,0.000,18.0
2007-11-23 12:00:00,3.922,0.000,235.620,16.600,0.000,38.000,17.0
2007-11-23 13:00:00,2.822,0.244,237.290,12.600,2.000,19.000,17.0
2007-11-23 14:00:00,4.968,0.000,238.010,21.000,0.000,63.000,17.0
2007-11-23 15:00:00,1.484,0.210,243.190,6.000,0.000,1.000,19.0
2007-11-23 16:00:00,1.306,0.000,242.300,5.400,0.000,0.000,18.0
2007-11-23 17:00:00,1.374,0.082,239.000,5.600,0.000,0.000,18.0
2007-11-23 18:00:00,0.610,0.000,240.160,2.400,0.000,0.000,0.0
2007-11-23 19:00:00,1.914,0.000,235.640,8.000,0.000,0.000,0.0
2007-11-23 20:00:00,1.600,0.192,239.470,6.800,0.000,0.000,0.0
2007-11-23 21:00:00,4.308,0.236,238.750,18.000,39.000,0.000,0.0
2007-11-23 22:00:00,1.978,0.082,240.650,8.200,0.000,1.000,0.0
2007-11-23 23:00:00,4.774,0.094,241.450,19.800,1.000,33.000,18.0
2007-11-24 00:00:00,3.530,0.088,239.580,14.600,38.000,0.000,0.0
2007-11-24 01:00:00,1.362,0.076,245.010,5.600,0.000,0.000,0.0
2007-11-24 02:00:00,1.534,0.234,243.760,6.200,0.000,1.000,18.0
2007-11-24 03:00:00,0.256,0.000,244.870,1.000,0.000,0.000,0.0
2007-11-24 04:00:00,0.360,0.124,245.450,1.600,0.000,0.000,0.0
2007-11-24 05:00:00,0.254,0.000,243.710,1.000,0.000,0.000,0.0
2007-11-24 06:00:00,0.446,0.234,245.830,2.000,0.000,0.000,0.0
2007-11-24 07:00:00,0.240,0.000,245.530,1.000,0.000,0.000,0.0
2007-11-24 08:00:00,0.430,0.000,241.910,1.800,0.000,0.000,0.0
2007-11-24 09:00:00,1.468,0.068,240.080,6.000,0.000,0.000,18.0
2007-11-24 10:00:00,1.688,0.058,237.740,7.000,0.000,1.000,17.0
2007-11-24 11:00:00,1.708,0.372,237.730,7.200,0.000,0.000,18.0
2007-11-24 12:00:00,1.984,0.204,237.560,8.400,0.000,3.000,18.0
2007-11-24 13:00:00,2.886,0.300,239.290,12.200,0.000,21.000,18.0
2007-11-24 14:00:00,1.482,0.094,244.200,6.000,1.000,0.000,19.0
2007-11-24 15:00:00,1.442,0.098,239.870,6.000,1.000,0.000,17.0
2007-11-24 16:00:00,1.302,0.000,241.530,5.400,0.000,0.000,18.0
2007-11-24 17:00:00,1.450,0.194,240.220,6.000,0.000,0.000,17.0
2007-11-24 18:00:00,1.352,0.000,239.630,5.600,0.000,0.000,18.0
2007-11-24 19:00:00,1.270,0.000,238.370,5.200,0.000,0.000,18.0
2007-11-24 20:00:00,0.318,0.092,238.310,1.400,0.000,0.000,0.0
2007-11-24 21:00:00,1.524,0.090,242.660,6.200,0.000,0.000,0.0
2007-11-24 22:00:00,1.442,0.072,241.960,6.000,0.000,1.000,18.0
2007-11-24 23:00:00,0.308,0.084,245.720,1.200,0.000,0.000,0.0
2007-11-25 00:00:00,0.228,0.000,246.960,1.000,0.000,0.000,0.0
2007-11-25 01:00:00,0.226,0.000,245.260,1.000,0.000,0.000,0.0
