date,Temperature,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption,conso
2017-03-31 15:00:00,22.35,0.072,734.0,40.84,32243.74468,19825.60976,14800.64516,66869.9996
2017-03-31 16:00:00,20.86,0.07,604.9,612.7,31447.14894,19445.12195,14678.70968,65570.98057
2017-03-31 17:00:00,20.35,0.074,434.8,473.7,30944.68085,18764.63415,14585.80645,64295.12145
2017-03-31 18:00:00,19.99,0.072,243.1,270.4,31042.7234,19020.73171,15462.58065,65526.03576
2017-03-31 19:00:00,18.67,0.069,67.12,75.3,41876.42553,24706.09756,24154.83871,90737.3618
2017-03-31 20:00:00,17.88,0.072,0.095,0.111,43298.04255,25393.90244,24985.16129,93677.10628
2017-03-31 21:00:00,17.56,0.066,0.04,0.089,42611.74468,24128.04878,24677.41935,91417.21281
2017-03-31 22:00:00,17.19,0.067,0.018,0.145,39609.19149,22397.56098,23643.87097,85650.62344
2017-03-31 23:00:00,16.99,0.068,0.037,0.145,33861.44681,19770.73171,20403.87097,74036.04949
2017-04-01 00:00:00,16.76,0.075,0.029,0.108,28471.38859,16845.21385,17454.54545,62771.14789
2017-04-01 01:00:00,16.72,0.068,0.029,0.163,25681.29171,14649.28717,15965.09091,56295.66979
2017-04-01 02:00:00,16.41,0.067,0.029,0.126,24094.0366,13505.49898,14714.18182,52313.7174
2017-04-01 03:00:00,16.5,0.072,0.037,0.1,23672.42196,13003.25866,14190.54545,50866.22607
2017-04-01 04:00:00,16.79,0.07,0.037,0.122,24156.03875,12981.26273,14382.54545,51519.84693
2017-04-01 05:00:00,16.14,0.076,0.037,0.137,25867.29817,12852.95316,14888.72727,53608.9786
2017-04-01 06:00:00,15.97,0.074,0.029,0.133,23709.62325,11602.85132,11776.0,47088.47457
2017-04-01 07:00:00,16.0,0.072,1.262,1.164,24168.43918,11767.82077,10443.63636,46379.89631
2017-04-01 08:00:00,16.06,0.076,32.41,29.59,27454.55328,12867.61711,12951.27273,53273.44312
2017-04-01 09:00:00,16.19,0.069,53.94,47.9,30678.66523,14630.95723,15022.54545,60332.16791
2017-04-01 10:00:00,16.15,0.075,65.09,59.52,34225.18837,16456.61914,16704.0,67385.80751
2017-04-01 11:00:00,16.29,0.066,126.9,114.9,35527.23358,16856.21181,17821.09091,70204.5363
2017-04-01 12:00:00,16.43,0.071,140.3,127.8,36519.26803,17230.14257,18833.45455,72582.86515
2017-04-01 13:00:00,16.49,0.07,207.5,189.6,35676.03875,16797.55601,19322.18182,71795.77658
2017-04-01 14:00:00,16.41,0.074,149.8,135.9,34894.81163,16603.25866,18850.90909,70348.97938
2017-04-01 15:00:00,16.51,0.07,189.1,170.2,33047.14747,16079.0224,18292.36364,67418.53351
2017-04-01 16:00:00,16.37,0.071,179.8,163.5,33096.74919,15254.17515,17873.45455,66224.37889
2017-04-01 17:00:00,16.36,0.068,147.8,133.6,32365.12379,14359.67413,17850.18182,64574.97974
2017-04-01 18:00:00,16.4,0.07,122.7,111.6,32985.14532,14436.65988,18158.54545,65580.35065
2017-04-01 19:00:00,16.15,0.073,32.79,30.74,43971.9268,19085.13238,27205.81818,90262.87736
2017-04-01 20:00:00,15.76,0.074,0.062,0.148,45596.38321,19488.39104,27863.27273,92948.04698
2017-04-01 21:00:00,15.78,0.069,0.033,0.122,44492.74489,19176.78208,27386.18182,91055.70879
2017-04-01 22:00:00,15.75,0.072,0.029,0.159,41144.62863,18524.23625,26228.36364,85897.22852
2017-04-01 23:00:00,15.69,0.069,0.037,0.126,35638.83746,16441.95519,23371.63636,75452.42901
2017-04-02 00:00:00,15.62,0.07,0.048,0.167,30009.04198,13938.08554,19392.0,63339.12752
2017-04-02 01:00:00,15.57,0.068,0.037,0.119,25842.49731,12171.07943,17297.45455,55311.03129
2017-04-02 02:00:00,15.66,0.073,0.048,0.145,24081.63617,11111.60896,15994.18182,51187.42695
2017-04-02 03:00:00,15.26,0.068,0.037,0.119,22977.99785,10810.99796,15104.0,48892.99581
2017-04-02 04:00:00,14.94,0.07,0.037,0.119,22965.59742,10785.33605,15127.27273,48878.2062
2017-04-02 05:00:00,14.83,0.074,0.059,0.13,23808.8267,11129.9389,15464.72727,50403.49287
2017-04-02 06:00:00,14.52,0.07,0.033,0.111,19815.88805,8897.352342,12014.54545,40727.78584
2017-04-02 07:00:00,14.48,0.069,0.552,0.46,20510.31216,8912.016293,10978.90909,40401.23754
2017-04-02 08:00:00,14.55,0.07,22.55,20.12,21787.55651,10528.7169,12357.81818,44674.09159
2017-04-02 09:00:00,14.59,0.072,70.3,62.66,26400.51668,12266.39511,14923.63636,53590.54815
2017-04-02 10:00:00,14.58,0.073,125.4,112.3,29289.81701,14458.6558,17064.72727,60813.20008
2017-04-02 11:00:00,15.15,0.073,167.6,150.6,29426.22174,17274.13442,17873.45455,64573.81071
2017-04-02 12:00:00,15.26,0.071,189.5,169.9,29971.84069,17175.15275,18548.36364,65695.35708
2017-04-02 13:00:00,15.46,0.074,169.1,151.9,31211.88375,16119.34827,19025.45455,66356.68657
2017-04-02 14:00:00,15.5,0.072,220.5,201.5,30269.45102,16203.66599,18880.0,65353.11701
2017-04-02 15:00:00,15.88,0.079,250.0,222.8,29277.41658,15705.09165,18181.81818,63164.32641
2017-04-02 16:00:00,15.77,0.07,233.8,212.4,28657.39505,15518.12627,17815.27273,61990.79405
2017-04-02 17:00:00,15.78,0.071,171.3,154.6,27665.3606,14293.68635,17186.90909,59145.95604
2017-04-02 18:00:00,15.69,0.076,79.9,72.8,27652.96017,14608.9613,17274.18182,59536.10329
2017-04-02 19:00:00,15.48,0.072,20.15,18.25,38143.72443,20115.27495,26263.27273,84522.27211
2017-04-02 20:00:00,15.29,0.075,0.029,0.133,41826.65231,21574.33809,27845.81818,91246.80858
2017-04-02 21:00:00,15.13,0.071,0.044,0.085,41863.85361,21926.27291,27601.45455,91391.58107
2017-04-02 22:00:00,14.84,0.078,0.04,0.108,39458.17008,21057.43381,26158.54545,86674.14934
2017-04-02 23:00:00,14.86,0.071,0.055,0.137,33766.37244,18201.62933,22743.27273,74711.2745
2017-04-03 00:00:00,14.96,0.072,0.029,0.126,28496.18945,15459.47047,18775.27273,62730.93265
2017-04-03 01:00:00,14.86,0.074,0.033,0.096,25086.07104,13633.80855,16349.09091,55068.9705
2017-04-03 02:00:00,14.77,0.074,0.037,0.1,23511.21636,12578.00407,15546.18182,51635.40225
2017-04-03 03:00:00,14.64,0.075,0.029,0.137,22891.19483,12251.73116,14923.63636,50066.56235
2017-04-03 04:00:00,14.45,0.079,0.048,0.163,23746.82454,12479.0224,15051.63636,51277.4833
2017-04-03 05:00:00,14.37,0.077,0.015,0.159,24168.43918,13600.81466,15429.81818,53199.07202
2017-04-03 06:00:00,14.28,0.555,0.033,0.108,22903.59526,13215.88595,12736.0,48855.48121
2017-04-03 07:00:00,14.12,0.079,0.677,0.656,24317.24435,13784.11405,11636.36364,49737.72204
2017-04-03 08:00:00,13.99,0.437,19.32,17.27,27181.74381,15492.46436,13120.0,55794.20817
2017-04-03 09:00:00,14.15,0.101,67.33,61.24,30120.64586,17138.49287,15150.54545,62409.68418
2017-04-03 10:00:00,14.51,0.076,95.9,85.8,33580.36598,18652.54582,16424.72727,68657.63907
2017-04-03 11:00:00,14.82,0.072,194.3,174.5,35576.83531,19268.43177,17978.18182,72823.4489
2017-04-03 12:00:00,15.34,0.07,367.6,329.1,36283.65985,19374.74542,19060.36364,74718.76891
2017-04-03 13:00:00,15.91,0.071,343.1,308.6,35266.82454,19345.41752,19083.63636,73695.87842
2017-04-03 14:00:00,16.4,0.069,428.6,379.0,34547.59957,18883.50305,18693.81818,72124.9208
2017-04-03 15:00:00,16.24,0.069,267.6,240.8,33344.7578,19118.12627,18024.72727,70487.61134
2017-04-03 16:00:00,15.89,0.067,177.0,159.6,32389.92465,18711.20163,17762.90909,68864.03537
2017-04-03 17:00:00,15.74,0.071,111.0,101.8,31596.29709,17791.0387,17815.27273,67202.60852
2017-04-03 18:00:00,15.58,0.075,54.42,48.92,33047.14747,18179.6334,19060.36364,70287.14451
2017-04-03 19:00:00,15.14,0.077,6.543,5.989,42769.08504,22974.74542,27118.54545,92862.37591
2017-04-03 20:00:00,15.02,0.073,0.055,0.182,44728.35307,24147.86151,28544.0,97420.21458
2017-04-03 21:00:00,14.95,0.067,0.044,0.108,42632.6803,23114.05295,27915.63636,93662.36961
2017-04-03 22:00:00,14.86,0.072,0.029,0.133,38788.54682,21570.6721,25768.72727,86127.94619
2017-04-03 23:00:00,14.88,0.075,0.026,0.145,32613.1324,17956.00815,21888.0,72457.14055
2017-04-04 00:00:00,14.99,0.069,0.033,0.126,28359.78471,15672.09776,18734.54545,62766.42792
2017-04-04 01:00:00,14.81,0.076,0.044,0.137,25148.0732,14139.71487,16651.63636,55939.42443
2017-04-04 02:00:00,14.82,0.069,0.018,0.137,23808.8267,13201.222,15802.18182,52812.23052
2017-04-04 03:00:00,15.0,0.066,0.029,0.141,23412.01292,12805.29532,15330.90909,51548.21733
2017-04-04 04:00:00,14.91,0.068,0.018,0.145,23424.41335,12944.60285,15342.54545,51711.56165
2017-04-04 05:00:00,14.7,0.07,0.026,0.126,24416.44779,13941.75153,15621.81818,53980.0175
2017-04-04 06:00:00,14.18,0.067,0.044,0.122,22953.19699,13461.50713,12788.36364,49203.06776
2017-04-04 07:00:00,14.08,0.064,0.505,0.449,24428.84822,14781.26273,12026.18182,51236.29277
2017-04-04 08:00:00,14.04,0.068,17.35,15.53,27094.9408,16680.2444,13428.36364,57203.54884
2017-04-04 09:00:00,14.2,0.07,75.6,68.09,29959.44026,17761.71079,15604.36364,63325.51469
2017-04-04 10:00:00,14.54,0.065,91.1,84.6,32724.73628,19459.06314,16849.45455,69033.25397
2017-04-04 11:00:00,14.93,0.069,131.9,122.0,34671.60388,20181.26273,17908.36364,72761.23025
2017-04-04 12:00:00,15.63,0.071,161.0,146.7,35700.83961,20313.23829,18589.09091,74603.16881
2017-04-04 13:00:00,16.33,0.07,143.1,130.9,34510.39828,20302.24033,18688.0,73500.63861
2017-04-04 14:00:00,17.47,0.07,439.7,331.2,33654.76857,20756.82281,18257.45455,72669.04593
2017-04-04 15:00:00,18.14,0.07,633.3,379.1,32538.72982,20393.89002,17821.09091,70753.71075
2017-04-04 16:00:00,19.01,0.074,587.8,604.1,31484.69322,18956.82281,17815.27273,68256.78876
2017-04-04 17:00:00,19.28,0.072,461.9,463.2,32079.91389,17930.34623,17960.72727,67970.98739
2017-04-04 18:00:00,18.67,0.073,193.3,197.4,32836.34015,17992.66802,19002.18182,69831.18999
2017-04-04 19:00:00,18.42,0.08,33.12,30.61,42533.47686,22740.1222,27397.81818,92671.41724
2017-04-04 20:00:00,17.72,0.086,0.157,0.115,44753.15393,24012.21996,28648.72727,97414.10116
2017-04-04 21:00:00,17.05,0.068,0.037,0.108,43029.49408,23081.05906,28177.45455,94288.00769
2017-04-04 22:00:00,17.03,0.07,0.04,0.141,39346.5662,21262.72912,26653.09091,87262.38623
2017-04-04 23:00:00,16.55,0.071,0.055,0.204,33505.9634,18095.31568,23232.0,74833.27908
2017-04-05 00:00:00,16.32,0.064,0.044,0.193,28235.78041,15441.14053,19828.36364,63505.28458
2017-04-05 01:00:00,16.38,0.077,0.033,0.197,25272.0775,13883.09572,17035.63636,56190.80958
2017-04-05 02:00:00,16.14,0.069,0.026,0.174,24032.03445,13325.86558,15965.09091,53322.99094
2017-04-05 03:00:00,16.18,0.072,0.044,0.204,23635.22067,12651.32383,15656.72727,51943.27177
2017-04-05 04:00:00,15.85,0.067,0.026,0.2,23858.42842,12750.3055,15633.45455,52242.18847
2017-04-05 05:00:00,15.95,0.067,0.033,0.163,24614.85468,13780.44807,15936.0,54331.30275
2017-04-05 06:00:00,15.38,0.068,0.04,0.148,22804.39182,13259.8778,12840.72727,48904.99689
2017-04-05 07:00:00,14.99,0.068,0.377,0.356,23858.42842,14315.68228,12276.36364,50450.47434
2017-04-05 08:00:00,15.44,0.068,34.34,30.52,27070.13994,16145.01018,13789.09091,57004.24103
2017-04-05 09:00:00,15.75,0.074,120.4,115.3,29599.82777,17398.778,15552.0,62550.60577
2017-04-05 10:00:00,15.8,0.07,23.78,21.58,32489.12809,17970.6721,17250.90909,67710.70928
2017-04-05 11:00:00,16.14,0.071,154.6,145.6,34646.80301,18472.91242,18461.09091,71580.80634
2017-04-05 12:00:00,15.89,0.069,98.6,92.8,35440.43057,19356.41548,19461.81818,74258.66423
2017-04-05 13:00:00,16.03,0.07,73.7,68.0,35130.41981,20034.62322,19403.63636,74568.67939
2017-04-05 14:00:00,16.47,0.071,199.2,183.9,34299.59096,20298.57434,18891.63636,73489.80166
2017-04-05 15:00:00,16.32,0.071,179.5,169.3,33245.55436,20085.94705,18542.54545,71874.04686
2017-04-05 16:00:00,16.36,0.073,256.5,238.3,32836.34015,18579.22607,18338.90909,69754.47531
2017-04-05 17:00:00,16.34,0.072,169.1,157.1,32017.91173,18153.97149,18362.18182,68534.06504
2017-04-05 18:00:00,16.45,0.074,111.9,103.2,32724.73628,17948.67617,18816.0,69489.41245
2017-04-05 19:00:00,16.07,0.072,16.5,14.88,42595.47901,22846.43585,28229.81818,93671.73304
2017-04-05 20:00:00,15.74,0.073,0.04,0.152,44765.55436,23817.92261,28881.45455,97464.93152
2017-04-05 21:00:00,15.64,0.072,0.033,0.152,43475.90958,23216.70061,28741.81818,95434.42837
2017-04-05 22:00:00,15.55,0.073,0.029,0.145,39507.7718,21130.75356,26711.27273,87349.79809
2017-04-05 23:00:00,15.53,0.072,0.037,0.13,32972.74489,18223.62525,23115.63636,74312.0065
2017-04-06 00:00:00,15.6,0.072,0.044,0.122,28694.59634,15716.08961,20008.72727,64419.41322
2017-04-06 01:00:00,15.51,0.071,0.033,0.122,25408.48224,13850.10183,17390.54545,56649.12952
2017-04-06 02:00:00,15.36,0.075,0.026,0.193,23511.21636,12940.93686,16372.36364,52824.51686
2017-04-06 03:00:00,15.35,0.074,0.051,0.152,23672.42196,12805.29532,16128.0,52605.71728
2017-04-06 04:00:00,15.12,0.077,0.055,0.193,23932.831,12940.93686,16215.27273,53089.04059
2017-04-06 05:00:00,15.17,0.073,0.022,0.189,24205.64047,13996.74134,16296.72727,54499.10908
2017-04-06 06:00:00,15.09,0.073,0.062,0.104,22729.98924,13344.19552,12933.81818,49008.00294
2017-04-06 07:00:00,15.14,0.071,2.349,2.162,24366.84607,14480.65173,12805.81818,51653.31598
2017-04-06 08:00:00,14.38,0.072,9.91,9.14,26648.5253,16013.03462,14033.45455,56695.01447
2017-04-06 09:00:00,14.17,0.072,38.55,34.74,30852.27126,17919.34827,15738.18182,64509.80135
2017-04-06 10:00:00,14.04,0.072,62.05,56.86,33592.76642,19477.39308,17472.0,70542.1595
2017-04-06 11:00:00,14.26,0.072,60.35,54.6,34845.2099,20364.56212,18362.18182,73571.95384
2017-04-06 12:00:00,14.58,0.072,72.7,66.28,36320.86114,20368.22811,19147.63636,75836.72561
2017-04-06 13:00:00,14.98,0.075,137.9,126.9,35378.42842,20390.22403,19636.36364,75405.01609
2017-04-06 14:00:00,14.9,0.073,52.04,47.58,34076.38321,20382.89206,19293.09091,73752.36618
2017-04-06 15:00:00,14.61,0.073,53.5,47.6,33493.56297,19961.30346,18327.27273,71782.13916
2017-04-06 16:00:00,14.01,0.072,66.94,59.92,32439.52637,18645.21385,18466.90909,69551.64931
2017-04-06 17:00:00,13.76,0.072,83.1,75.3,32191.51776,18117.31161,18222.54545,68531.37482
2017-04-06 18:00:00,13.66,0.073,33.38,29.81,33146.35091,18091.64969,19845.81818,71083.81878
2017-04-06 19:00:00,13.56,0.071,12.16,11.06,42955.0915,22835.43788,28456.72727,94247.25665
2017-04-06 20:00:00,13.63,0.071,0.091,0.178,44901.9591,23737.27088,29370.18182,98009.4118
2017-04-06 21:00:00,13.62,0.071,0.081,0.104,43041.89451,23103.05499,29009.45455,95154.40405
2017-04-06 22:00:00,13.5,0.072,0.062,0.137,40102.99247,21508.35031,27054.54545,88665.88823
2017-04-06 23:00:00,13.37,0.072,0.081,0.104,34101.18407,18663.54379,23720.72727,76485.45513
2017-04-07 00:00:00,13.36,0.072,0.084,0.089,28955.00538,16049.6945,19921.45455,64926.15443
2017-04-07 01:00:00,13.18,0.07,0.055,0.141,25780.49516,14418.32994,17850.18182,58049.00692
2017-04-07 02:00:00,13.17,0.07,0.044,0.148,23883.22928,13197.55601,16576.0,53656.78529
2017-04-07 03:00:00,13.28,2.654,0.066,0.137,23635.22067,12684.31772,15738.18182,52057.72021
2017-04-07 04:00:00,13.66,4.924,0.088,0.148,23846.02799,12937.27088,15930.18182,52713.48069
2017-04-07 05:00:00,13.62,4.925,0.051,0.163,24466.04952,13956.41548,16005.81818,54428.28318
2017-04-07 06:00:00,13.29,4.924,0.128,0.167,22779.59096,13351.52749,12689.45455,48820.573
2017-04-07 07:00:00,13.42,4.924,0.867,0.853,23660.02153,14139.71487,12148.36364,49948.10004
2017-04-07 08:00:00,13.27,4.922,13.97,12.39,26915.13455,16295.31568,13579.63636,56790.08659
2017-04-07 09:00:00,13.13,4.919,29.22,26.4,31273.8859,15650.10183,15424.0,62347.98773
2017-04-07 10:00:00,13.18,4.917,54.83,49.03,35291.6254,17318.12627,17285.81818,69895.56985
2017-04-07 11:00:00,13.33,0.068,76.2,69.18,36444.86545,18417.92261,18100.36364,72963.1517
2017-04-07 12:00:00,13.55,0.068,72.7,65.52,34882.41119,20258.24847,18722.90909,73863.56875
2017-04-07 13:00:00,13.72,0.073,92.7,83.2,33059.5479,19767.00611,18496.0,71322.55401
2017-04-07 14:00:00,13.69,0.071,67.56,60.83,32960.34446,19605.70265,17774.54545,70340.59256
2017-04-07 15:00:00,13.68,0.069,63.92,57.53,31819.50484,19033.80855,17314.90909,68168.22248
2017-04-07 16:00:00,13.74,0.07,54.93,50.13,31652.09903,18608.55397,17152.0,67412.653
2017-04-07 17:00:00,13.82,0.07,42.56,37.87,31670.69968,17413.44196,17297.45455,66381.59619
2017-04-07 18:00:00,13.74,0.07,24.5,22.45,31893.90743,17688.39104,18391.27273,67973.5712
2017-04-07 19:00:00,13.96,0.073,33.49,31.24,41132.2282,22252.54582,26874.18182,90258.95584
2017-04-07 20:00:00,14.08,0.068,0.121,0.241,43382.90635,23216.70061,28817.45455,95417.06151
2017-04-07 21:00:00,14.31,0.07,0.062,0.2,42657.48116,21581.67006,28590.54545,92829.69667
2017-04-07 22:00:00,14.37,0.07,0.088,0.141,40121.59311,20397.55601,27514.18182,88033.33094
2017-04-07 23:00:00,14.16,0.07,0.095,0.167,34225.18837,17761.71079,24029.09091,76015.99007
2017-04-08 00:00:00,14.09,0.071,0.081,0.185,28942.60495,14891.24236,20247.27273,64081.12004
2017-04-08 01:00:00,13.88,0.069,0.091,0.185,25898.29925,13050.9165,17954.90909,56904.12484
2017-04-08 02:00:00,13.68,0.067,0.044,0.197,24472.24973,12244.39919,16837.81818,53554.4671
2017-04-08 03:00:00,13.54,0.07,0.081,0.204,23846.02799,11797.14868,14882.90909,50526.08576
2017-04-08 04:00:00,13.44,0.068,0.081,0.193,24050.63509,11892.46436,15994.18182,51937.28127
2017-04-08 05:00:00,13.52,0.068,0.11,0.137,24695.45748,12325.05092,16069.81818,53090.32658
2017-04-08 06:00:00,13.72,0.069,0.073,0.208,21520.94726,11008.9613,12258.90909,44788.81765
2017-04-08 07:00:00,13.77,0.066,1.738,1.606,22866.39397,12006.10998,11933.09091,46805.59486
2017-04-08 08:00:00,13.91,0.068,60.62,54.51,26183.50915,14436.65988,13777.45455,54397.62358
2017-04-08 09:00:00,14.13,0.064,42.86,38.69,29792.03445,16002.03666,15930.18182,61724.25293
2017-04-08 10:00:00,14.22,0.058,69.17,62.03,32588.33154,18293.27902,17565.09091,68446.70147
2017-04-08 11:00:00,14.1,0.069,81.2,73.1,34311.99139,18967.82077,18647.27273,71927.08489
2017-04-08 12:00:00,14.05,0.069,111.6,101.4,34820.40904,19400.40733,19520.0,73740.81637
2017-04-08 13:00:00,13.87,0.068,105.8,95.5,34454.59634,18593.89002,19770.18182,72818.66818
2017-04-08 14:00:00,14.08,0.068,113.3,103.1,33617.56728,18285.94705,19019.63636,70923.15069
2017-04-08 15:00:00,14.34,0.071,84.9,77.8,32179.11733,17406.10998,18688.0,68273.22731
2017-04-08 16:00:00,14.32,0.071,77.0,71.1,31391.68999,16731.56823,18536.72727,66659.98549
2017-04-08 17:00:00,14.25,0.068,49.74,45.12,30982.47578,15752.74949,18356.36364,65091.58891
2017-04-08 18:00:00,14.25,0.069,45.07,40.96,31875.30678,15752.74949,18967.27273,66595.329
2017-04-08 19:00:00,14.44,0.071,13.19,12.08,41020.62433,20866.80244,27764.36364,89651.79041
2017-04-08 20:00:00,14.36,0.07,0.15,0.226,43401.507,21698.98167,28782.54545,93883.03412
2017-04-08 21:00:00,14.39,0.068,0.088,0.137,42130.46286,21424.03259,28567.27273,92121.76818
2017-04-08 22:00:00,14.44,0.073,0.106,0.189,39941.78687,20925.45825,27421.09091,88288.33603
2017-04-08 23:00:00,14.38,0.072,0.051,0.211,35136.62002,18758.85947,24448.0,78343.47949
2017-04-09 00:00:00,14.5,0.068,0.077,0.163,29469.62325,16189.00204,20445.09091,66103.7162
2017-04-09 01:00:00,14.46,0.069,0.077,0.189,25991.30248,14158.04481,17949.09091,58098.4382
2017-04-09 02:00:00,14.42,0.07,0.059,0.159,24224.24112,12951.93483,16407.27273,53583.44868
2017-04-09 03:00:00,14.24,0.068,0.07,0.122,23412.01292,12046.43585,15645.09091,51103.53968
2017-04-09 04:00:00,14.51,0.069,0.102,0.141,23399.61249,12028.10591,15790.54545,51218.26385
2017-04-09 05:00:00,14.29,0.068,0.062,0.159,23635.22067,12273.72709,15581.09091,51490.03867
2017-04-09 06:00:00,14.52,0.07,0.081,0.137,20008.09473,10044.80652,11537.45455,41590.3558
2017-04-09 07:00:00,14.31,0.069,0.527,0.564,20702.51884,10341.75153,11712.0,42756.27037
2017-04-09 08:00:00,14.34,0.068,20.82,19.0,24168.43918,10528.7169,12770.90909,47468.06517
2017-04-09 09:00:00,14.43,0.067,33.4,30.96,27609.55867,12504.68432,14853.81818,54968.06117
2017-04-09 10:00:00,15.07,0.072,216.3,196.5,30771.66846,14202.03666,17035.63636,62009.34148
2017-04-09 11:00:00,15.4,0.073,167.4,157.3,30877.07212,16057.02648,18181.81818,65115.91678
2017-04-09 12:00:00,15.74,0.072,298.7,279.6,31366.88913,16460.28513,18978.90909,66806.08335
2017-04-09 13:00:00,15.77,0.069,240.7,225.1,32104.71475,15987.37271,19217.45455,67309.54201
2017-04-09 14:00:00,15.74,0.075,337.0,315.3,31503.29386,15679.42974,18560.0,65742.7236
2017-04-09 15:00:00,15.87,0.073,367.4,339.4,29674.23036,14663.95112,18432.0,62770.18148
2017-04-09 16:00:00,15.91,0.076,254.1,237.8,29085.2099,15342.15886,18577.45455,63004.82331
2017-04-09 17:00:00,16.17,0.071,189.3,175.8,29686.63079,15026.88391,18117.81818,62831.33288
2017-04-09 18:00:00,16.17,0.074,135.3,126.6,31410.29064,15745.41752,18635.63636,65791.34452
2017-04-09 19:00:00,15.58,0.065,61.26,60.38,39755.78041,19741.3442,27194.18182,86691.30643
2017-04-09 20:00:00,15.0,0.072,0.428,0.427,41801.85145,20804.48065,27653.81818,90260.15028
2017-04-09 21:00:00,14.77,0.069,0.048,0.108,41609.64478,21141.75153,27665.45455,90416.85086
2017-04-09 22:00:00,14.61,0.071,0.062,0.13,38906.35091,20621.18126,26222.54545,85750.07762
2017-04-09 23:00:00,14.2,0.075,0.062,0.152,33487.36276,18307.94297,22562.90909,74358.21482
2017-04-10 00:00:00,14.61,0.069,0.099,0.156,28254.38105,15683.09572,19275.63636,63213.11313
2017-04-10 01:00:00,14.53,0.069,0.088,0.145,25854.89774,14257.02648,17216.0,57327.92422
2017-04-10 02:00:00,13.9,0.078,0.062,0.134,24292.44349,13182.89206,15930.18182,53405.51737
2017-04-10 03:00:00,14.45,0.068,0.077,0.148,23381.01184,12808.9613,15197.09091,51387.06405
2017-04-10 04:00:00,14.53,0.072,0.081,0.137,24162.23897,13472.50509,15546.18182,53180.92588
2017-04-10 05:00:00,14.71,0.081,0.077,0.152,23846.02799,13369.85743,15284.36364,52500.24906
2017-04-10 06:00:00,14.41,0.065,0.055,0.219,21099.33262,12053.76782,11549.09091,44702.19135
2017-04-10 07:00:00,14.27,0.075,1.351,1.324,22717.58881,13468.8391,11508.36364,47694.79155
2017-04-10 08:00:00,14.41,0.072,33.15,30.73,25978.90205,16097.35234,12904.72727,54980.98166
2017-04-10 09:00:00,14.87,0.071,110.9,102.4,29717.63186,17791.0387,14754.90909,62263.57965
2017-04-10 10:00:00,15.27,0.068,206.4,188.3,33381.9591,19503.05499,16674.90909,69559.92318
2017-04-10 11:00:00,15.58,0.072,256.9,242.2,29798.23466,20947.45418,17908.36364,68654.05248
2017-04-10 12:00:00,15.62,0.07,221.9,206.7,33400.55974,21262.72912,19159.27273,73822.56159
2017-04-10 13:00:00,16.05,0.072,246.9,228.8,34969.21421,21079.42974,19566.54545,75615.1894
2017-04-10 14:00:00,15.87,0.072,57.61,53.74,34560.0,21731.97556,18612.36364,74904.3392
2017-04-10 15:00:00,15.83,0.072,733.0,704.0,32854.9408,20375.56008,16232.72727,69463.22815
2017-04-10 16:00:00,16.43,0.071,417.6,399.1,33908.9774,19400.40733,18274.90909,71584.29382
2017-04-10 17:00:00,16.55,0.07,330.6,328.1,32644.13348,17508.75764,18309.81818,68462.7093
2017-04-10 18:00:00,16.52,0.072,119.7,114.8,33350.95802,18186.96538,19729.45455,71267.37795
2017-04-10 19:00:00,15.82,0.073,43.71,41.54,41634.44564,22611.81263,27776.0,92022.25827
2017-04-10 20:00:00,15.6,0.072,0.267,0.3,43556.51238,23231.36456,28485.81818,95273.69512
2017-04-10 21:00:00,15.18,0.069,0.066,0.1,42124.26265,22894.09369,27636.36364,92654.71998
2017-04-10 22:00:00,14.83,0.069,0.077,0.171,39216.36168,21600.0,26129.45455,86945.81623
2017-04-10 23:00:00,14.98,0.072,0.055,0.134,33208.35307,18560.89613,22481.45455,74250.70375
2017-04-11 00:00:00,15.09,0.073,0.037,0.074,28731.79763,16262.32179,19205.81818,64199.9376
2017-04-11 01:00:00,15.09,0.069,0.066,0.108,25823.89666,14469.65377,17064.72727,57358.2777
2017-04-11 02:00:00,14.93,0.07,0.051,0.122,24168.43918,13586.15071,16145.45455,53900.04444
2017-04-11 03:00:00,14.98,0.073,0.062,0.119,23523.61679,13281.87373,15633.45455,52438.94507
2017-04-11 04:00:00,14.83,0.072,0.066,0.13,23957.63186,13553.15682,15621.81818,53132.60686
2017-04-11 05:00:00,14.75,0.071,0.037,0.1,24050.63509,13666.80244,15662.54545,53379.98298
2017-04-11 06:00:00,14.76,0.073,0.062,0.089,20869.92465,11995.11202,11770.18182,44635.21849
2017-04-11 07:00:00,14.95,0.073,2.986,2.848,22891.19483,13300.20367,11659.63636,47851.03486
2017-04-11 08:00:00,15.24,0.075,112.8,103.2,25104.67169,15705.09165,12986.18182,53795.94516
2017-04-11 09:00:00,15.41,0.072,138.6,120.4,29599.82777,17849.6945,15540.36364,62989.88591
2017-04-11 10:00:00,15.95,0.073,564.7,537.8,33065.74812,19598.37067,16680.72727,69344.84606
2017-04-11 11:00:00,16.26,0.074,340.8,300.0,34969.21421,20030.95723,17704.72727,72704.89871
2017-04-11 12:00:00,16.14,0.073,267.1,235.3,34981.61464,20170.26477,18664.72727,73816.60668
2017-04-11 13:00:00,15.62,0.07,215.8,195.3,34262.38967,20151.93483,19072.0,73486.3245
